1073456,4,1088
1068115,4,98
1056515,4,2049
1059919,4,720
1076722,4,675
1053491,4,2936
1085757,4,248
1087067,4,1589
1066478,4,553
1064662,4,515
1078746,4,241
1065361,4,950
1076281,4,1764
1076871,4,373
1086367,4,523
1083161,4,2537
1075975,4,1045
1058011,4,427
1059361,4,351
1081990,4,236
1081447,4,421
1059981,4,662
1055272,4,578
1087299,4,1192
1060202,4,226
1059411,4,858
1086021,4,1700
1059567,4,627
1080667,4,259
1069677,4,968
1080348,4,63
1080556,4,1032
1055648,4,265
1055470,4,403
1066999,4,349
1066172,4,62
1080668,4,259
1064631,4,844
1060022,4,857
1053164,4,390
1068087,4,105
1077384,4,525
1063951,4,230
1083119,4,2126
1063015,4,722
1071897,4,90
411274,3,79
395987,3,479
413576,3,234
413793,3,132
417867,3,635
399508,3,171
3105,3,499
2046,3,446
411526,3,137
397469,3,413
380824,3,319
412798,3,335
392541,3,169
393052,3,588
384538,3,198
398629,3,177
408042,3,1557
418172,3,1178
406482,3,114
419002,3,865
410073,3,770
388608,3,2026
397370,3,264
405281,3,500
390802,3,389
386055,3,515
380528,3,164
397413,3,149
392419,3,230
397516,3,596
396241,3,118
414244,3,61
396306,3,120
1081152,4,368
1072819,4,193
1083255,4,85
1055594,4,599
1079159,4,509
1087051,4,1448
1066589,4,973
1055141,4,2406
1075640,4,183
1080728,4,909
1057692,4,485
797546,2,2223
801981,2,1764
804451,2,93
801865,2,483
799984,2,2459
798943,2,409
807363,2,43
806210,2,249
796274,2,56
802340,2,120
798070,2,321
802372,2,59
806567,2,214
807221,2,108
800268,2,74
806709,2,94
1080253,4,155
800526,2,77
801132,2,591
1087716,4,157
799647,2,335
1080579,4,1233
1084464,4,105
1064200,4,1687
1067233,4,1117
1085429,4,832
1065571,4,385
1056817,4,1239
1058076,4,1584
1080259,4,174
1053897,4,144
1074549,4,809
1075220,4,276
1058104,4,959
1079871,4,148
1083706,4,397
1085654,4,239
1081733,4,160
1081365,4,287
1085685,4,484
1064552,4,1390
1061608,4,1941
1057961,4,388
1060901,4,652
1068361,4,286
1084667,4,292
1073330,4,1299
1080330,4,778
1066149,4,85
1071843,4,1072
1071450,4,257
1064969,4,849
1061008,4,86
1054223,4,367
1055911,4,542
1054505,4,3468
1055177,4,1351
1065739,4,421
1075826,4,250
1066506,4,1281
1072502,4,246
1069757,4,229
1062270,4,97
1059684,4,317
1055891,4,253
1066816,4,353
1080459,4,79
1088091,4,106
1062620,4,80
1067881,4,100
1053709,4,772
1053641,4,1212
1066824,4,596
1082113,4,85
1067050,4,1010
1068521,4,457
1087787,4,1119
1059569,4,837
1064184,4,732
1053294,4,242
1059841,4,2685
1071803,4,739
1086037,4,2066
1081077,4,148
1077190,4,1023
1070551,4,709
1052931,4,961
1071873,4,1343
1080773,4,418
1069170,4,563
1053098,4,1152
1076293,4,2041
1064277,4,152
1080694,4,170
1075691,4,890
1075948,4,560
1065752,4,259
1064403,4,176
1074573,4,1053
1062988,4,458
1067489,4,886
1063118,4,157
1064127,4,392
1080210,4,64
1087828,4,656
1087140,4,451
1070198,4,598
1067452,4,606
1082623,4,1799
1064286,4,697
1068682,4,82
1069573,4,459
1059054,4,792
1076288,4,1950
1059259,4,333
1077890,4,1032
1072308,4,722
1082410,4,378
1074806,4,304
1077033,4,414
1079821,4,1745
1056250,4,3247
1080987,4,1316
1072331,4,901
1063020,4,810
1080169,4,94
1087843,4,993
1062274,4,209
1073737,4,1736
1068384,4,643
1056883,4,1024
1077685,4,303
1064499,4,984
1070112,4,310
1079803,4,1303
1062039,4,377
1056161,4,342
1074855,4,116
1054336,4,1556
1070245,4,422
1055970,4,224
1054338,4,1606
1071089,4,131
1067490,4,893
1084226,4,344
1065249,4,101
1074147,4,963
1054911,4,299
1062302,4,430
1057999,4,2689
1056377,4,340
1055095,4,1425
1083434,4,122
1066330,4,70
1062131,4,1393
1065569,4,221
1081122,4,127
1081018,4,633
1080693,4,139
1055127,4,2250
1063882,4,226
1056642,4,1050
1065610,4,162
1055322,4,220
1064141,4,135
1082172,4,999
1075981,4,1226
1052779,4,2697
1069529,4,143
1070893,4,637
1072600,4,155
1063870,4,454
1063972,4,187
1068231,4,597
1078622,4,1072
1052531,1,190
1051098,1,213
1052536,1,231
1048383,1,154
1046903,1,65
1047275,1,617
1048950,1,286
1051287,1,80
1052010,1,74
1047447,1,218
1051111,1,128
1050924,1,118
1052676,1,1548
1048286,1,1674
1048731,1,93
1052333,1,131
1052598,1,557
1052317,1,121
1050471,1,360
1049129,1,1478
1049722,1,161
1050520,1,92
1051315,1,187
1051622,1,924
407169,3,837
393087,3,468
404475,3,214
391412,3,965
1071758,4,404
1055659,4,487
1067415,4,279
1067292,4,1101
1072288,4,557
1062513,4,680
1088023,4,353
1075357,4,1290
1068603,4,241
1060673,4,184
1075706,4,1227
1072763,4,873
1064640,4,1073
1067544,4,66
1067325,4,566
1081401,4,950
1054922,4,168
1072908,4,165
1066853,4,940
1079647,4,671
1075515,4,1553
1059348,4,63
1055165,4,1018
400040,3,518
391628,3,558
388480,3,431
398708,3,184
401284,3,144
417920,3,282
387103,3,136
413082,3,551
3822,3,209
378650,3,2062
393243,3,3127
393181,3,1825
393088,3,476
401240,3,181
417661,3,661
396634,3,279
411617,3,145
419342,3,156
412576,3,1238
413870,3,372
379296,3,1541
405093,3,270
404380,3,194
383369,3,121
386089,3,238
1390,3,1147
1135,3,349
405391,3,144
380772,3,47
401659,3,275
417149,3,101
399734,3,1092
414647,3,1663
406276,3,1424
406544,3,73
390215,3,56
392870,3,323
419911,3,332
382858,3,318
384563,3,402
381128,3,111
411721,3,127
382354,3,1479
406550,3,113
406706,3,2563
419263,3,4409
405331,3,144
417970,3,657
400326,3,204
381853,3,133
410475,3,144
380788,3,279
386452,3,459
389187,3,54
413356,3,166
415952,3,368
402030,3,246
389309,3,485
397557,3,1206
379153,3,497
2775,3,265
417497,3,170
385955,3,76
380245,3,195
388053,3,365
394634,3,522
389287,3,105
384717,3,61
391541,3,120
404940,3,1706
403540,3,462
399141,3,641
392067,3,258
413421,3,456
419441,3,125
419484,3,487
388437,3,162
410091,3,893
389471,3,137
411377,3,667
389176,3,608
392560,3,344
396471,3,329
411203,3,757
394975,3,298
397515,3,568
534,3,414
410754,3,763
410378,3,1432
394495,3,495
3415,3,381
383527,3,207
400898,3,229
389630,3,88
385475,3,110
407459,3,2269
3566,3,85
383511,3,116
419065,3,1525
401253,3,101
405826,3,288
391422,3,1109
383653,3,509
380221,3,413
417530,3,128
384002,3,376
405772,3,690
3826,3,237
117,3,156
416800,3,1019
378192,3,1036
410125,3,1260
389884,3,578
418205,3,1498
397978,3,218
409039,3,460
396834,3,484
407596,3,105
391259,3,1816
1811,3,867
418375,3,3413
404638,3,346
414840,3,1430
417658,3,629
379955,3,304
384786,3,309
401577,3,367
401624,3,274
417092,3,391
395718,3,256
414507,3,93
394016,3,765
384316,3,732
390007,3,176
381187,3,114
384270,3,268
389340,3,323
383244,3,413
419228,3,3901
411892,3,336
401015,3,35
384863,3,466
397482,3,117
418146,3,951
395818,3,151
394731,3,1251
401666,3,69
418993,3,774
418346,3,2918
399174,3,1013
412718,3,881
391150,3,871
389628,3,75
801012,2,519
800903,2,124
805130,2,120
801992,2,1123
806316,2,33
805900,2,61
803204,2,310
805800,2,51
803538,2,173
807225,2,109
806061,2,172
799843,2,35
805583,2,77
805116,2,68
797329,2,668
800982,2,67
806276,2,332
799900,2,273
799549,2,241
799538,2,153
797158,2,148
803182,2,163
802144,2,115
798180,2,98
805604,2,100
806319,2,34
797458,2,1586
798273,2,162
799696,2,430
803262,2,91
806230,2,554
798486,2,496
796865,2,47
805529,2,145
806501,2,23
807175,2,108
796557,2,2032
796009,2,176
806259,2,295
798959,2,1480
800524,2,62
800523,2,60
796429,2,2198
799610,2,59
801200,2,104
803827,2,321
803793,2,159
800699,2,349
806663,2,370
806363,2,212
806110,2,43
803699,2,98
796044,2,1011
806257,2,296
798748,2,28
804733,2,625
798517,2,580
806175,2,86
796314,2,569
807441,2,87
806667,2,420
804614,2,512
800594,2,79
801494,2,217
804693,2,151
